sat_id,epoch_utc,epoch_utc_arrive,data_age_ms
LEO_P5_S2,2025-01-01T00:01:04.000000Z,2025-01-01T00:01:04.013170Z,13.16976547241211
LEO_P5_S2,2025-01-01T00:01:05.000000Z,2025-01-01T00:01:05.013202Z,13.201713562011719
LEO_P5_S2,2025-01-01T00:01:06.000000Z,2025-01-01T00:01:06.013234Z,13.23390007019043
LEO_P5_S2,2025-01-01T00:01:07.000000Z,2025-01-01T00:01:07.013266Z,13.266324996948242
LEO_P5_S2,2025-01-01T00:01:08.000000Z,2025-01-01T00:01:08.013299Z,13.298749923706055
LEO_P5_S2,2025-01-01T00:01:09.000000Z,2025-01-01T00:01:09.013331Z,13.330698013305664
LEO_P5_S2,2025-01-01T00:01:10.000000Z,2025-01-01T00:01:10.013362Z,13.361692428588867
LEO_P5_S2,2025-01-01T00:01:11.000000Z,2025-01-01T00:01:11.013393Z,13.392925262451172
LEO_P5_S2,2025-01-01T00:01:12.000000Z,2025-01-01T00:01:12.013424Z,13.424158096313477
LEO_P5_S2,2025-01-01T00:01:13.000000Z,2025-01-01T00:01:13.008168Z,8.168220520019531
LEO_P5_S2,2025-01-01T00:01:14.000000Z,2025-01-01T00:01:14.008157Z,8.15725326538086
LEO_P5_S2,2025-01-01T00:01:15.000000Z,2025-01-01T00:01:15.008146Z,8.146047592163086
LEO_P5_S2,2025-01-01T00:01:16.000000Z,2025-01-01T00:01:16.008135Z,8.135318756103516
LEO_P5_S2,2025-01-01T00:01:17.000000Z,2025-01-01T00:01:17.008124Z,8.124351501464844
LEO_P5_S2,2025-01-01T00:01:18.000000Z,2025-01-01T00:01:18.008114Z,8.113622665405273
LEO_P5_S2,2025-01-01T00:01:19.000000Z,2025-01-01T00:01:19.008103Z,8.102893829345703
LEO_P5_S2,2025-01-01T00:01:20.000000Z,2025-01-01T00:01:20.008092Z,8.092164993286133
LEO_P5_S2,2025-01-01T00:01:21.000000Z,2025-01-01T00:01:21.008081Z,8.081436157226562
LEO_P5_S2,2025-01-01T00:01:22.000000Z,2025-01-01T00:01:22.008071Z,8.070945739746094
LEO_P5_S2,2025-01-01T00:01:23.000000Z,2025-01-01T00:01:23.008060Z,8.060455322265625
LEO_P5_S2,2025-01-01T00:01:24.000000Z,2025-01-01T00:01:24.008050Z,8.049964904785156
LEO_P5_S2,2025-01-01T00:01:25.000000Z,2025-01-01T00:01:25.008039Z,8.039474487304688
LEO_P5_S2,2025-01-01T00:01:26.000000Z,2025-01-01T00:01:26.008029Z,8.02922248840332
LEO_P5_S2,2025-01-01T00:01:27.000000Z,2025-01-01T00:01:27.008019Z,8.018970489501953
LEO_P5_S2,2025-01-01T00:01:28.000000Z,2025-01-01T00:01:28.008009Z,8.008718490600586
LEO_P5_S2,2025-01-01T00:01:29.000000Z,2025-01-01T00:01:29.007999Z,7.99870491027832
LEO_P5_S2,2025-01-01T00:01:30.000000Z,2025-01-01T00:01:30.007988Z,7.988452911376953
LEO_P5_S2,2025-01-01T00:01:31.000000Z,2025-01-01T00:01:31.007978Z,7.9784393310546875
LEO_P5_S2,2025-01-01T00:01:32.000000Z,2025-01-01T00:01:32.007968Z,7.968425750732422
LEO_P5_S2,2025-01-01T00:01:33.000000Z,2025-01-01T00:01:33.007959Z,7.958650588989258
LEO_P5_S2,2025-01-01T00:01:34.000000Z,2025-01-01T00:01:34.007949Z,7.948875427246094
LEO_P5_S2,2025-01-01T00:01:35.000000Z,2025-01-01T00:01:35.007939Z,7.93910026550293
LEO_P5_S2,2025-01-01T00:01:36.000000Z,2025-01-01T00:01:36.007929Z,7.929325103759766
